Organization Name,Organization Name URL,Operating Status,Company Type,IPO Status,Estimated Revenue Range,Number of Employees,Headquarters Location,Last Funding Type,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Full Description,Industries,Description,Founded Date,Founded Date Precision,Website
Aidea,https://www.crunchbase.com/organization/aidea,Active,For Profit,Private,,11-50,"Tokyo, Tokyo, Japan",Venture - Series Unknown,420000000,JPY,3858694,"Aidea specializes in the development and operation of the ship control system. It offers an application that helps secure the safety of any ship. Aidea's AIS-equipped vessels and app-enabled vessels can be visualized in an easy-to-understand manner. Since the operation history is recorded, animation reproduction is realized it can be used as a reference for navigation. It also helps to realize collision time prediction display when each ship continues to operate ships notification of warning information.  The company was founded in 2017.","Aerospace, Apps, Communications Infrastructure, Information Technology, Logistics, Security",Aidea specializes in the development and operation of the ship control system.,2017-11-01,month,https://aidea.biz/
UVify,https://www.crunchbase.com/organization/uvify,Active,For Profit,Private,$1M to $10M,11-50,"San Francisco, California, United States",Series A,4250000,USD,4250000,UVify is a team with strong background in engineering and design for building autonomous drone for everyone.,"3D Technology, Aerospace, Drones, Robotics",UVify is a team with strong background in engineering and design for building autonomous drone for everyone.,2014-03-18,day,http://www.uvify.com/
Pale Blue,https://www.crunchbase.com/organization/pale-blue,Active,For Profit,Private,,1-10,"Kashiwa, Chiba, Japan",Series A,560000000,JPY,5113484,"Pale Blue provides a variety of water propulsion systems with high-performance, affordable price, short-lead time, and reliability.","Aerospace, Consulting, Rental",Pale Blue is an aerospace company that provides water propulsion systems for sustainable space development.,2020-01-01,day,https://pale-blue.co.jp/
Jifei Technology,https://www.crunchbase.com/organization/xaircraft,Active,For Profit,Private,$10M to $50M,11-50,"Guangzhou, Guangdong, China",Series C,66113408,USD,66113408,XAircraft is a multi-rotor design and manufacturing company hailing from China with a global footprint of International Distributors. We specialise in the design and development of all sized multi-rotor equipment for various types of applications which includes model aircraft for the weekend hobbyist through to large-scale professional,"Aerospace, Innovation Management, Manufacturing",Jifei Technology is a multi-rotor design and manufacturing company,2007-01-01,year,https://www.xa.com/
CDB Aviation,https://www.crunchbase.com/organization/cdb-aviation,Active,For Profit,Private,$10M to $50M,101-250,"Dublin, Dublin, Ireland",Debt Financing,700000000,USD,700000000,"CDB Aviation is a global platform which owns, leases, and manages commercial aircraft. CDB Aviation Lease Finance (CDB Aviation) is a customer-centric relationship driven organization where they understand an aircraft lease is not simply a single transaction of an airplane lease, rather an engagement and understanding recognizing airlines fleet needs are specific and ever changing.",Aerospace,"CDB Aviation is a global platform which owns, leases, and manages commercial aircraft.",2006-01-01,year,http://www.cdbaviation.aero/
ZIYAN UAV,https://www.crunchbase.com/organization/ziyan-uav,Active,For Profit,Private,$1M to $10M,101-250,"Zhuhai, Guangdong, China",Series A,20000000,CNY,3054244,,"Aerospace, Manufacturing, Military",ZIYAN UAV is a manufacturer of electric unmanned helicopter platforms.,2015-01-01,day,http://ziyanuav.com/
Air Touch,https://www.crunchbase.com/organization/air-touch,Active,For Profit,Private,,11-50,"Hangzhou, Zhejiang, China",Series C,15770383,USD,15770383,"Air Touch is a Fvss dedicated to RF and microwave integrated circuit design companies, providing solutions for chips, modules, algorithms, software and even intelligent terminals. Become the world's leading supplier of microwave and millimeter wave radar chips and solutions. The technology is derived from the miniature millimeter wave short-range radar detector in the military industry. It has applied for more than 10 invention patents and has strong financial strength to support the company's sustainable development. The company dares to adopt first-class technical solutions to locate and develop world-class technology. Chip products.","Aerospace, Software, Space Travel",Air Touch is an integrated circuit design service provider.,2017-01-01,year,http://www.airtouching.com
aiseed inc,https://www.crunchbase.com/organization/aiseed-technology,Active,For Profit,Private,,1-10,"Taipei, T'ai-pei, Taiwan",Pre-Seed,1000000,USD,1000000,"AiSeed is an aerial specific artificial intelligence and remote sensing data automation company.  They developed the first Edge-AI-Drone platform in 2022 CES that brings drone remote inspection visibility.  Its autonomous flight DVA systems providing true revolutionary solution for BVLOS and level 4 flight where they reinvent drone automation standards that empowers drone industry to improve efficiency and drone automation while reducing costly imagery data process, dangerous operations and human errors.","Aerospace, Air Transportation, Artificial Intelligence, Autonomous Vehicles, EdTech, Internet of Things, Logistics, Robotics, Software","AiSeed a specific drone automation company. Edge-AI-Drone platform provides a set of AI-based models for AI developer, drone operators",2019-09-03,day,https://www.aiseedtech.com
PreNav,https://www.crunchbase.com/organization/prenav,Active,For Profit,Private,$1M to $10M,11-50,"Redwood City, California, United States",Venture - Series Unknown,6503000,USD,6503000,"PRENAV was founded in October 2013 with a goal of solving autonomous flight in complex environments.  Since then, they’ve assembled one of the top robotics teams in the world, with experts in computer vision, mechanical engineering, aeronautics, embedded systems, and software.  In their short history, they’ve taken their technology to large industrial sites, inspected wind turbines, designed playful light shows, filmed music videos, and traveled around the world for their customers. And they’re only just getting started. At PRENAV, they’re solving fundamental challenges in robotics around localization, materials, planning, and computer vision in order to build autonomous systems that are ready for the real world.","Aerospace, Drones, Embedded Systems, Navigation, Robotics, Telecommunications",PreNav develops precision drone system for industrial inspection.,2013-10-01,day,http://www.prenav.com/
PrecisionHawk,https://www.crunchbase.com/organization/precisionhawk,Active,For Profit,Private,$10M to $50M,101-250,"Raleigh, North Carolina, United States",Series E,136000000,USD,136000000,"PrecisionHawk is an information delivery company that combines unmanned aerial systems, remote sensing technologies, and advanced data analytics to improve business operations and day-to-day decision making. PrecisionHawk brings value to an emerging market by offering an end-to-end solution for aerial data gathering, processing, and analysis to provide actionable information across a wide range of data-intensive civilian industries.  Founded in 2010, the company provides a holistic platform using Unmanned Aerial Vehicles (UAVs) for data collection and analysis software tools to deliver better business intelligence to clients across a wide range of civilian industries. PrecisionHawk also owns aerial data software, DataMapper, satellite imagery provider, Terraserver, and the Low Altitude Traffic and Airspace Safety platform for drones, LATAS. PrecisionHawk is headquartered in Raleigh, North Carolina.","Aerospace, Artificial Intelligence, Autonomous Vehicles, Drones, Robotics",Precision Hawk develops and integrates commercial drone technology that redefines aerial data collection and analysis.,2010-01-01,year,http://precisionhawk.com
Hawkeye Systems,https://www.crunchbase.com/organization/hawkeye-systems,Active,For Profit,Private,,11-50,"Los Angeles, California, United States",Seed,365800,USD,365800,"Hawkeye Systems is develops cutting edge optical imaging products for military and law enforcement markets to assist with intelligence, surveillance, and reconnaissance. Hawkeye Systems serves customers in the United States.","Aerospace, Hardware",Hawkeye Systems is develops cutting edge optical imaging products for military and law enforcement markets.,2018-01-01,year,https://hawkeyesystemsinc.com/
