Organization Name,Organization Name URL,Operating Status,Company Type,IPO Status,Estimated Revenue Range,Number of Employees,Headquarters Location,Last Funding Type,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Full Description,Industries,Description,Founded Date,Founded Date Precision,Website
XXII GROUP,https://www.crunchbase.com/organization/xxii-group,Active,For Profit,Private,Less than $1M,51-100,"Puteaux, Ile-de-France, France",,,,,"With more than 50 employees, XXII designs, develops and markets a SaaS platform for deploying and configuring algorithms for video stream analysis: XXIICORE. Our solution has already convinced companies in many sectors and local authorities, whose teams measure the benefits of video analysis assisted by our algorithms every day.","Content, Infrastructure, Machine Learning, Neuroscience, Retail Technology, SaaS, Security, Smart Cities, Software, Supply Chain Management",French leader in computer vision software publishing.,2015-04-09,day,https://www.xxii.fr
AgenT,https://www.crunchbase.com/organization/agent-c326,Active,For Profit,Private,,1-10,"Paris, Ile-de-France, France",Non-equity Assistance,491001,USD,491001,,"Biotechnology, Health Care, Health Diagnostics, Life Science, Neuroscience",AgenT develops the first blood diagnosis to detect Alzheimer's years before the onset of the irreversible symptoms.,2018-03-16,day,http://www.agent-biotech.com/
PsiloTec,https://www.crunchbase.com/organization/psilotec,Active,For Profit,Private,,51-100,"Calgary, Alberta, Canada",Seed,39420,USD,39420,"PsiloTec provides a novel, effective, and affordable solutions for individuals with untreated mental health and neuropsychiatric problems. Across its three core focus areas of growing technologies, clinical development, and business development, PsiloTec has assembled an accomplished and highly motivated executive team that is poised to advance the company’s aggressive growth plans.","Health Care, Neuroscience, Therapeutics, Wellness","PsiloTec provides a novel, effective, and affordable solutions for individuals with untreated mental health and neuropsychiatric problems.",2020-01-01,year,https://www.psilotec.com/
DrPOCKET,https://www.crunchbase.com/organization/dr-pocket,Active,For Profit,Private,,11-50,"Santa Catarina, Sao Paulo, Brazil",Pre-Seed,150000,BRL,38114,Data Science Platform Applied to Precision Health. We potencialize Health through SmartPhone. We leverage the Health by SmartPhone. Wellness brand that helps people access products to care for chronic diseases. Plataforma de Ciência de Dados Aplicada à Saúde de Precisão. Marca de bem-estar que ajuda os pessoas a ter acesso a produtos para cuidados com a doenças crônicas.,"Health Care, Life Science, mHealth, Neuroscience, Personal Health, Therapeutics, Wellness",Data Science Platform Applied to Precision Health,2018-04-02,day,https://www.drpocket.com.br/
Rumi Scientific,https://www.crunchbase.com/organization/rumi-scientific,Active,For Profit,Private,,1-10,"New York, New York, United States",Grant,225000,USD,225000,,"Biotechnology, Medical, Neuroscience, Professional Services",Rumi Scientific offers a flexible suite of services to complement the neuro-based R&D drug discovery program.,2017-01-01,day,https://rumiscientific.com/
Deep Brain Innovations,https://www.crunchbase.com/organization/deep-brain-innovations,Active,For Profit,Private,$1M to $10M,1-10,"Cleveland, Ohio, United States",Venture - Series Unknown,643112,USD,643112,"Deep Brain Innovations is a medical device company that develops deep brain stimulation (DBS) systems. DBS Therapy is very effective at treating the symptoms of Parkinson's disease, however, the inherent high energy requirements of conventional DBS systems results in devices that require more frequent and costly surgical replacement and in devices that are larger than desired for many patients. Deep Brain Innovations was founded in 2012 and is headquartered in Cleveland, Ohio.","Health Care, Medical Device, Neuroscience",Deep Brain Innovations is a medical device company that develops deep brain stimulation (DBS) systems.,2012-01-01,year,http://www.deepbraininnovations.com/
HealthTechApps,https://www.crunchbase.com/organization/healthtech-apps,Active,For Profit,Private,Less than $1M,1-10,"Honolulu, Hawaii, United States",Seed,75000,USD,75000,"HealthTechApps creates neurotechnology platforms that help people tell their health stories. They are starting with traumatic brain injuries. With their proprietary technology, they leverage short videos paired with artificial intelligence and machine learning to capture concussion symptoms and triggers as they unfold over time. Physicians have 20x more data, to make better decisions.","Health Care, Machine Learning, mHealth, Neuroscience, SaaS",HealthTechApps is a game-changing SaaS technology that enables individuals and organizations to improve the brain health.,2012-11-12,day,http://www.healthtechapps.com
Zander Labs,https://www.crunchbase.com/organization/zander-labs,Active,For Profit,Private,,11-50,"Delft, Zuid-Holland, The Netherlands",Seed,800000,USD,800000,Zander Labs invented the concept of passive brain-computer interfacing (passive BCI). This idea of directly connecting the human mind to technology allows us to realize our mission: to make machine interaction more human.,Neuroscience,Zander Labs is creating an IA that learns from the human brain.,2016-01-03,day,https://zanderlabs.com/
ModiusHealth,https://www.crunchbase.com/organization/modiushealth,Active,For Profit,Private,,11-50,"San Diego, California, United States",Equity Crowdfunding,1570000,USD,1570000,"MODIUS is a revolutionary new careable technology which helps you reduce body fat and gives you a leaner body. MODIUS is cutting edge technology developed by neuroscientists at the University of California San Diego (UCSD) which works by sending a signal to the part of the brain that controls fat storage, naturally shifting your metabolism to burn more fat.","Health Care, Medical, Neuroscience",Modius is a revolutionary new careable technology that helps reduce body fat.,2013-01-01,year,https://www.modiushealth.com/
Marine Biotechnology,https://www.crunchbase.com/organization/marine-biotechnology,Active,For Profit,Private,,1-10,"Kitakyushu, Fukuoka, Japan",Seed,20000000,JPY,195378,"Marine Bio was established as a mission to develop and sell production systems and distribution systems to support the global distribution of live fish, considering that maximizing the added value of fish is the commercialization of the ultimate fresh fish, live fish. At present, Marine Bio has completed the development of the ""land aquaculture system"" used for live fish production and the ""live fish transport container"" used for live fish distribution, and aims to spread the use of live fish in Japan.","Biotechnology, Genetics, Neuroscience",Marine Biotechnology is a Bioinformatics company.,2012-09-03,day,http://www.mbtj.co.jp/
Convalesce,https://www.crunchbase.com/organization/convalesce-inc,Active,For Profit,Private,Less than $1M,1-10,"San Francisco, California, United States",Convertible Note,250000,USD,250000,"Convalesce is a therapeutic company enabling stem cell-based therapy for neurodegenerative conditions like Parkinson's, harnessing state-of-art biomaterials.","Biotechnology, Medical, Neuroscience, Therapeutics",Stem Cell Based Therapy for Neurodegenerative diseases,2018-06-01,month,http://www.convalesce.co
Brain Intelligence,https://www.crunchbase.com/organization/brain-intelligence,Active,For Profit,Private,,11-50,"Beijing, Beijing, China",Angel,3000000,CNY,455180,,"Consulting, Neuroscience, Product Research",Brain Intelligence specializes in eye-tracking and EEG technology to capture real visual attention and the unconscious mind.,2010-01-01,day,http://www.brain-intelligence.cn/
